iri	iri label	entity	entity label	attribute	attribute label
OBA_VT0008463	peripheral lymph node morphology trait	UBERON_0003968	peripheral lymph node	PATO_0000051	morphology
OBA_VT0008466	mesenteric lymph node size trait	UBERON_0002509	mesenteric lymph node	PATO_0000117	size
OBA_VT0008471	spleen primary B follicle morphology trait	UBERON_0004041	spleen primary B follicle	PATO_0000051	morphology
OBA_VT0008472	spleen secondary B follicle morphology trait	UBERON_0004042	spleen secondary B follicle	PATO_0000051	morphology
OBA_VT0008473	spleen follicular dendritic cell network morphology trait	UBERON_0010756	spleen follicular dendritic cell network	PATO_0000051	morphology
OBA_VT0008482	spleen germinal center quantity	UBERON_0005196	spleen germinal center	PATO_0000070	amount
OBA_VT0008484	spleen germinal center size trait	UBERON_0005196	spleen germinal center	PATO_0000117	size
OBA_VT0008522	lymph node germinal center morphology trait	UBERON_0009039	lymph node germinal center	PATO_0000051	morphology
OBA_VT0008542	cervical lymph node size trait	UBERON_0002429	cervical lymph node	PATO_0000117	size
OBA_VT0008737	spleen physiology trait	UBERON_0002106	spleen	PATO_0001509	functionality
OBA_VT0008746	peripheral B cell anergy trait	GO_0002515	B cell anergy	PATO_0002107	peripheral
OBA_VT0008749	peripheral T cell anergy trait	GO_0002870	T cell anergy	PATO_0002107	peripheral
OBA_VT0008752	tumor necrosis factor amount	GO_0005164	tumor necrosis factor receptor binding	PATO_0000070	amount
OBA_VT0008769	plasmacytoid dendritic cell physiology trait	CL_0000784	plasmacytoid dendritic cell	PATO_0001509	functionality
OBA_VT0008894	intraepithelial T cell morphology trait	CL_0002496	intraepithelial lymphocyte	PATO_0000051	morphology
OBA_VT0008895	intraepithelial T cell quantity	CL_0000793	CD4-positive, alpha-beta intraepithelial T cell	PATO_0000070	amount
OBA_VT0009539	Hassall's corpuscle morphology trait	UBERON_0003987	Hassall's corpuscle	PATO_0000051	morphology
OBA_VT0009543	thymus corticomedullary boundary morphology trait	UBERON_0003988	thymus corticomedullary boundary	PATO_0000051	morphology
OBA_VT0009544	thymus epithelium morphology trait	UBERON_0003846	thymus epithelium	PATO_0000051	morphology
OBA_VT0009623	inguinal lymph node size trait	UBERON_0001542	inguinal lymph node	PATO_0000117	size
OBA_VT0009625	abdominal lymph node morphology trait	UBERON_0002507	abdominal lymph node	PATO_0000051	morphology
OBA_VT0009626	celiac lymph node morphology trait	UBERON_0002508	celiac lymph node	PATO_0000051	morphology
OBA_VT0009627	submandibular lymph node morphology trait	UBERON_0002520	submandibular lymph node	PATO_0000051	morphology
OBA_VT0009629	brachial lymph node size trait	UBERON_0002525	brachial lymph node	PATO_0000117	size
OBA_VT0009631	axillary lymph node size trait	UBERON_0001097	axillary lymph node	PATO_0000117	size
OBA_VT0009635	popliteal lymph node size trait	UBERON_0001543	popliteal lymph node	PATO_0000117	size
OBA_VT0009919	transitional stage T1 B cell morphology trait	CL_0000958	T1 B cell	PATO_0000051	morphology
OBA_VT0009920	transitional stage T2 B cell morphology trait	CL_0000959	T2 B cell	PATO_0000051	morphology
OBA_VT0009921	transitional stage T3 B cell morphology trait	CL_0000960	T3 B cell	PATO_0000051	morphology
OBA_VT0009923	transitional stage T1 B cell quantity	CL_0000958	T1 B cell	PATO_0001555	has number of
OBA_VT0009926	transitional stage T2 B cell quantity	CL_0000959	T2 B cell	PATO_0001555	has number of
OBA_VT0010002	mammary gland size trait	UBERON_0001911	mammary gland	PATO_0000117	size
OBA_VT0010003	bone morphology trait	UBERON_0001474	bone element	PATO_0000051	morphology
OBA_VT0010007	skin adnexa morphology trait	UBERON_0000021	cutaneous appendage	PATO_0000051	morphology
OBA_VT0010009	femur mass	UBERON_0000981	femur	PATO_0000125	mass
OBA_VT0010010	femur strength trait	UBERON_0000981	femur	PATO_0001230	strength
OBA_VT0010012	humerus strength trait	UBERON_0000976	humerus	PATO_0001230	strength
OBA_VT0010013	humerus mass	UBERON_0000976	humerus	PATO_0000125	mass
OBA_VT0010014	femur circumference	UBERON_0000981	femur	PATO_0001648	circumference
OBA_VT0010015	tibia mass	UBERON_0000979	tibia	PATO_0000125	mass
OBA_VT0010018	mammary gland symmetry	UBERON_0001911	mammary gland	PATO_0000965	symmetry
OBA_VT0010019	epididymis mass	UBERON_0001301	epididymis	PATO_0000125	mass
OBA_VT0010022	metacarpus length	UBERON_0004453	metacarpus region	PATO_0000122	length
OBA_VT0010023	forelimb length	UBERON_0002102	forelimb	PATO_0000122	length
OBA_VT0010024	hindlimb length	UBERON_0002103	hindlimb	PATO_0000122	length
OBA_VT0010030	udder height	UBERON_0013216	udder	PATO_0000119	height
OBA_VT0010042	sperm morphology trait	CL_0000019	sperm	PATO_0000051	morphology
OBA_VT0010043	ovarian follicle physiology trait	UBERON_0001305	ovarian follicle	PATO_0001509	functionality
OBA_VT0010046	fatty acid amount	CHEBI_35366	fatty acid	PATO_0000070	amount
OBA_VT0010047	tendon physiology trait	UBERON_0000043	tendon	PATO_0001509	functionality
OBA_VT0010061	brown adipocyte morphology trait	CL_0000449	brown fat cell	PATO_0000051	morphology
OBA_VT0010064	connective tissue physiology trait	UBERON_0002384	connective tissue	PATO_0001509	functionality
OBA_VT0010066	Henle's loop morphology trait	UBERON_0001288	loop of Henle	PATO_0000051	morphology
OBA_VT0010067	convoluted tubule morphology trait	UBERON_0006534	renal convoluted tubule	PATO_0000051	morphology
OBA_VT0010068	kidney collecting duct morphology trait	UBERON_0001232	collecting duct of renal tubule	PATO_0000051	morphology
OBA_VT0010069	proximal convoluted tubule morphology trait	UBERON_0001287	proximal convoluted tubule	PATO_0000051	morphology
OBA_VT0010070	distal convoluted tubule morphology trait	UBERON_0001292	distal convoluted tubule	PATO_0000051	morphology
OBA_VT0010071	lymphatic system morphology trait	UBERON_0006558	lymphatic part of lymphoid system	PATO_0000051	morphology
OBA_VT0010073	esophagus length	UBERON_0001043	esophagus	PATO_0000122	length
OBA_VT0010075	occipitomastoid suture morphology trait	UBERON_0010159	occipitomastoid suture	PATO_0000051	morphology
OBA_VT0010076	parietomastoid suture morphology trait	UBERON_0010155	parietomastoid suture	PATO_0000051	morphology
OBA_VT0010077	sphenofrontal suture morphology trait	UBERON_0010156	sphenofrontal suture	PATO_0000051	morphology
OBA_VT0010078	sphenoparietal suture morphology trait	UBERON_0010157	sphenoparietal suture	PATO_0000051	morphology
OBA_VT0010079	sphenozygomatic suture morphology trait	UBERON_0010158	sphenozygomatic suture	PATO_0000051	morphology
OBA_VT0010080	skeletal muscle physiology trait	UBERON_0001134	skeletal muscle tissue	PATO_0001509	functionality
OBA_VT0010081	maxillary sinus morphology trait	UBERON_0001764	maxillary sinus	PATO_0000051	morphology
OBA_VT0010083	frontal process of maxilla morphology trait	UBERON_0013767	frontal process of maxilla	PATO_0000051	morphology
OBA_VT0010084	long lived plasma cell morphology trait	CL_0000974	long lived plasma cell	PATO_0000051	morphology
OBA_VT0010085	short lived plasma cell morphology trait	CL_0000975	short lived plasma cell	PATO_0000051	morphology
OBA_VT0010086	vertebral column morphology trait	UBERON_0001130	vertebral column	PATO_0000051	morphology
OBA_VT0010087	ischium morphology trait	UBERON_0001274	ischium	PATO_0000051	morphology
OBA_VT0010088	pubis morphology trait	UBERON_0001275	pubis	PATO_0000051	morphology
OBA_VT0010089	shoulder girdle morphology trait	UBERON_0001421	pectoral girdle region	PATO_0000051	morphology
OBA_VT0010090	pelvic girdle morphology trait	UBERON_0001271	pelvic girdle region	PATO_0000051	morphology
OBA_VT0010091	appendicular skeleton morphology trait	UBERON_0002091	appendicular skeleton	PATO_0000051	morphology
OBA_VT0010092	thoracic cage morphology trait	UBERON_0003252	thoracic rib cage	PATO_0000051	morphology
OBA_VT0010093	costal cartilage morphology trait	UBERON_0002236	costal cartilage	PATO_0000051	morphology
OBA_VT0010094	osteoblast morphology trait	CL_0000062	osteoblast	PATO_0000051	morphology
OBA_VT0010095	osteoclast morphology trait	CL_0000092	osteoclast	PATO_0000051	morphology
OBA_VT0010096	osteoblast quantity	CL_0000062	osteoblast	PATO_0001555	has number of
OBA_VT0010097	osteocyte morphology trait	CL_0000137	osteocyte	PATO_0000051	morphology
OBA_VT0010098	osteoclast quantity	CL_0000092	osteoclast	PATO_0001555	has number of
OBA_VT0010099	enteric cholinergic nerve fiber organization trait	CL_0000025	egg cell	PATO_0001509	functionality
OBA_VT0010104	forelimb long bone morphology trait	UBERON_0003607	forelimb long bone	PATO_0000051	morphology
OBA_VT0010105	hindlimb long bone morphology trait	UBERON_0003608	hindlimb long bone	PATO_0000051	morphology
OBA_VT0010106	limb muscle morphology trait	UBERON_0003661	limb muscle	PATO_0000051	morphology
OBA_VT0010107	hindlimb muscle morphology trait	UBERON_0003663	hindlimb muscle	PATO_0000051	morphology
OBA_VT0010108	hippocampus pyramidal cell morphology trait	CL_1001571	hippocampal pyramidal neuron	PATO_0000051	morphology
OBA_VT0010110	heart muscle physiology trait	UBERON_0002349	myocardium	PATO_0001509	functionality
OBA_VT0010111	smooth muscle physiology trait	UBERON_0001135	smooth muscle tissue	PATO_0001509	functionality
OBA_VT0010112	intercalated disc morphology trait	GO_0014704	intercalated disc	PATO_0000051	morphology
OBA_VT0010113	masticatory muscle size trait	UBERON_0003681	masticatory muscle	PATO_0000117	size
OBA_VT0010114	intercostal muscle size trait	UBERON_0001111	intercostal muscle	PATO_0000117	size
OBA_VT0010115	diaphragm size trait	UBERON_0001103	diaphragm	PATO_0000117	size
OBA_VT0010116	pectoralis muscle size trait	UBERON_0001495	pectoral muscle	PATO_0000117	size
OBA_VT0010117	longissimus dorsi size trait	UBERON_0001401	longissimus thoracis muscle	PATO_0000117	size
OBA_VT0010120	protein amount	PR_000000001	protein	PATO_0000070	amount
OBA_VT0010122	somite morphology trait	UBERON_0002329	somite	PATO_0000051	morphology
OBA_VT0010125	celiac lymph node size trait	UBERON_0002508	celiac lymph node	PATO_0000117	size
OBA_VT0010127	bursa of Fabricius size trait	UBERON_0003903	bursa of Fabricius	PATO_0000117	size
OBA_VT0010129	esophagus mass	UBERON_0001043	esophagus	PATO_0000125	mass
OBA_VT0010130	DN1 thymic pro-T cell quantity	CL_0000894	DN1 thymic pro-T cell	PATO_0001555	has number of
OBA_VT0010131	cecum mass	UBERON_0001153	caecum	PATO_0000125	mass
OBA_VT0010132	DN2 thymocyte quantity	CL_0000806	DN2 thymocyte	PATO_0001555	has number of
OBA_VT0010133	gizzard capacity	UBERON_0005052	gizzard	PATO_0000918	volume
OBA_VT0010134	DN3 thymocyte quantity	CL_0000807	DN3 thymocyte	PATO_0001555	has number of
OBA_VT0010136	DN4 thymocyte quantity	CL_0000808	DN4 thymocyte	PATO_0001555	has number of
OBA_VT0010140	small intestine mass	UBERON_0002108	small intestine	PATO_0000125	mass
OBA_VT0010144	pancreas mass	UBERON_0001264	pancreas	PATO_0000125	mass
OBA_VT0010145	rectum mass	UBERON_0001052	rectum	PATO_0000125	mass
OBA_VT0010162	interleukin-10 physiology trait	PR_000001471	interleukin-10	PATO_0001509	functionality
OBA_VT0010183	platelet morphology trait	CL_0000762	nucleated thrombocyte	PATO_0000051	morphology
OBA_VT0010192	CD4-negative, CD8-negative, alpha-beta intraepithelial T cell morphology trait	CL_0000935	CD4-negative, CD8-negative, alpha-beta intraepithelial T cell	PATO_0000051	morphology
OBA_VT0010193	colon length	UBERON_0001155	colon	PATO_0000122	length
OBA_VT0010194	colon mass	UBERON_0001155	colon	PATO_0000125	mass
OBA_VT0010195	intestine length	UBERON_0000160	intestine	PATO_0000122	length
OBA_VT0010196	intestine mass	UBERON_0000160	intestine	PATO_0000125	mass
OBA_VT0010197	duodenum length	UBERON_0002114	duodenum	PATO_0000122	length
OBA_VT0010198	duodenum mass	UBERON_0002114	duodenum	PATO_0000125	mass
OBA_VT0010199	stomach capacity	UBERON_0000945	stomach	PATO_0000918	volume
OBA_VT0010200	stomach mass	UBERON_0000945	stomach	PATO_0000125	mass
OBA_VT0010201	stomach muscle thickness	UBERON_0004222	stomach smooth muscle	PATO_0000915	thickness
OBA_VT0010202	stomach epithelium thickness	UBERON_0001276	epithelium of stomach	PATO_0000915	thickness
OBA_VT0010203	proventriculus morphology trait	UBERON_0007357	proventriculus	PATO_0000051	morphology
OBA_VT0010204	proventriculus capacity	UBERON_0007357	proventriculus	PATO_0000918	volume
OBA_VT0010205	proventriculus mass	UBERON_0007357	proventriculus	PATO_0000125	mass
OBA_VT0010208	duodenum mucosa thickness	UBERON_0000320	duodenal mucosa	PATO_0000915	thickness
OBA_VT0010212	jejunum length	UBERON_0002115	jejunum	PATO_0000122	length
OBA_VT0010213	jejunum mass	UBERON_0002115	jejunum	PATO_0000125	mass
OBA_VT0010215	jejunum mucosa thickness	UBERON_0000399	jejunal mucosa	PATO_0000915	thickness
OBA_VT0010219	large intestine length	UBERON_0000059	large intestine	PATO_0000122	length
OBA_VT0010220	large intestine mass	UBERON_0000059	large intestine	PATO_0000125	mass
OBA_VT0010221	duodenum mucosa morphology trait	UBERON_0000320	duodenal mucosa	PATO_0000051	morphology
OBA_VT0010222	jejunum mucosa morphology trait	UBERON_0000399	jejunal mucosa	PATO_0000051	morphology
OBA_VT0010223	ileum mucosa morphology trait	UBERON_0000331	ileal mucosa	PATO_0000051	morphology
OBA_VT0010224	ileum length	UBERON_0002116	ileum	PATO_0000122	length
OBA_VT0010225	ileum mass	UBERON_0002116	ileum	PATO_0000125	mass
OBA_VT0010227	ileum mucosa thickness	UBERON_0000331	ileal mucosa	PATO_0000915	thickness
OBA_VT0010232	colon mucosa thickness	UBERON_0000317	colonic mucosa	PATO_0000915	thickness
OBA_VT0010234	cecum mucosa thickness	UBERON_0000314	cecum mucosa	PATO_0000915	thickness
OBA_VT0010235	forestomach morphology trait	UBERON_0007359	ruminant forestomach	PATO_0000051	morphology
OBA_VT0010236	forestomach capacity	UBERON_0007359	ruminant forestomach	PATO_0000918	volume
OBA_VT0010237	forestomach mass	UBERON_0007359	ruminant forestomach	PATO_0000125	mass
OBA_VT0010238	crop morphology trait	UBERON_0007356	crop	PATO_0000051	morphology
OBA_VT0010239	crop mass	UBERON_0007356	crop	PATO_0000125	mass
OBA_VT0010240	reticulo-rumen morphology trait	UBERON_0007364	reticulorumen	PATO_0000051	morphology
OBA_VT0010241	reticulo-rumen capacity	UBERON_0007364	reticulorumen	PATO_0000918	volume
OBA_VT0010242	reticulo-rumen mass	UBERON_0007364	reticulorumen	PATO_0000128	weight
OBA_VT0010244	rumen papillae morphology trait	UBERON_0010153	rumen papilla	PATO_0000051	morphology
OBA_VT0010245	omasum morphology trait	UBERON_0007362	omasum	PATO_0000051	morphology
OBA_VT0010246	omasum capacity	UBERON_0007362	omasum	PATO_0000918	volume
OBA_VT0010247	omasum mass	UBERON_0007362	omasum	PATO_0000125	mass
OBA_VT0010250	hematopoietic system morphology trait	UBERON_0002390	hematopoietic system	PATO_0000051	morphology
OBA_VT0010252	hemolymphoid system morphology trait	UBERON_0002193	hemolymphoid system	PATO_0000051	morphology
OBA_VT0010264	colostrum amount	UBERON_0001914	colostrum	PATO_0000918	volume
OBA_VT0010274	ear orientation trait	UBERON_0001690	ear	PATO_0000133	orientation
OBA_VT0010298	heart ventricle size trait	UBERON_0002082	cardiac ventricle	PATO_0000117	size
OBA_VT0010375	ovary diameter	UBERON_0000992	female gonad	PATO_0001334	diameter
OBA_VT0010384	oviduct length	UBERON_0003889	fallopian tube	PATO_0000122	length
OBA_VT0010394	uterine horn morphology trait	UBERON_0002247	uterine horn	PATO_0000051	morphology
OBA_VT0010395	endometrium thickness	UBERON_0001295	endometrium	PATO_0000915	thickness
OBA_VT0010401	ovarian follicle size trait	UBERON_0001305	ovarian follicle	PATO_0000117	size
OBA_VT0010402	corpus luteum size trait	UBERON_0002512	corpus luteum	PATO_0000117	size
OBA_VT0010403	cervical opening shape trait	UBERON_0013758	cervical os	PATO_0000052	shape
OBA_VT0010405	sperm size trait	CL_0000019	sperm	PATO_0000117	size
OBA_VT0010406	sperm flagellum size trait	GO_0036126	sperm flagellum	PATO_0000117	size
OBA_VT0010418	CD8-positive, CD25-positive, alpha-beta regulatory T cell morphology trait	CL_0000919	CD8-positive, CD25-positive, alpha-beta regulatory T cell	PATO_0000051	morphology
OBA_VT0010420	adrenal gland mass	UBERON_0002369	adrenal gland	PATO_0000125	mass
OBA_VT0010421	epididymal fat pad mass	UBERON_0010412	epididymal fat pad	PATO_0000125	mass
OBA_VT0010423	gonadal fat pad mass	UBERON_0003428	gonadal fat pad	PATO_0000125	mass
OBA_VT0010424	inguinal fat pad mass	UBERON_0010410	inguinal fat pad	PATO_0000125	mass
OBA_VT0010425	interscapular fat pad mass	UBERON_0014396	interscapular fat pad	PATO_0000125	mass
OBA_VT0010426	mammary fat pad mass	UBERON_0012282	mammary fat pad	PATO_0000125	mass
OBA_VT0010428	parametrial fat pad mass	UBERON_0010413	parametrial fat pad	PATO_0000125	mass
OBA_VT0010430	retroperitoneal fat pad mass	UBERON_0010411	retroperitoneal fat pad	PATO_0000125	mass
OBA_VT0010431	uterine fat pad mass	UBERON_0014394	uterine fat pad	PATO_0000125	mass
OBA_VT0010448	forelimb muscle mass	UBERON_0003662	forelimb muscle	PATO_0000125	mass
OBA_VT0010449	hindlimb muscle mass	UBERON_0003663	hindlimb muscle	PATO_0000125	mass
OBA_VT0010453	abdominal wall mass	UBERON_0003697	abdominal wall	PATO_0000125	mass
OBA_VT0010457	platelet size trait	CL_0000233	platelet	PATO_0000117	size
OBA_VT0010458	outer ear area	UBERON_0001691	external ear	PATO_0001323	area
OBA_VT0010466	prostate mass	UBERON_0002367	prostate gland	PATO_0000125	mass
OBA_VT0010467	lateral prostate mass	UBERON_0013637	prostate gland lateral lobe	PATO_0000125	mass
OBA_VT0010468	ventral prostate mass	UBERON_0007615	prostate gland ventral lobe	PATO_0000125	mass
OBA_VT0010492	left ventricle diameter	UBERON_0002084	heart left ventricle	PATO_0001334	diameter
OBA_VT0010493	left atrium diameter	UBERON_0002079	left cardiac atrium	PATO_0001334	diameter
OBA_VT0010494	lumbar vertebra morphology trait	UBERON_0002414	lumbar vertebra	PATO_0000051	morphology
OBA_VT0010495	inguinal lymph node mass	UBERON_0001542	inguinal lymph node	PATO_0000125	mass
OBA_VT0010496	pituitary gland mass	UBERON_0000007	pituitary gland	PATO_0000125	mass
OBA_VT0010499	calcium amount	CHEBI_22984	calcium atom	PATO_0000070	amount
OBA_VT0010508	neurocranium mass	UBERON_0001703	neurocranium	PATO_0000125	mass
OBA_VT0010510	lumbar vertebra mass	UBERON_0002414	lumbar vertebra	PATO_0000125	mass
OBA_VT0010517	neurocranium size trait	UBERON_0001703	neurocranium	PATO_0000117	size
OBA_VT0010518	lumbar vertebra size trait	UBERON_0002414	lumbar vertebra	PATO_0000117	size
OBA_VT0010524	seminal gland mass	UBERON_0000998	seminal vesicle	PATO_0000125	mass
OBA_VT0015000	epididymal fat pad morphology trait	UBERON_0010412	epididymal fat pad	PATO_0000051	morphology
OBA_VT0015001	femoral fat pad morphology trait	UBERON_0012283	femoral fat pad	PATO_0000051	morphology
OBA_VT0015002	interscapular fat pad morphology trait	UBERON_0014396	interscapular fat pad	PATO_0000051	morphology
OBA_VT0015003	mammary fat pad morphology trait	UBERON_0012282	mammary fat pad	PATO_0000051	morphology
OBA_VT0015005	parametrial fat pad morphology trait	UBERON_0010413	parametrial fat pad	PATO_0000051	morphology
OBA_VT0015006	renal fat pad morphology trait	UBERON_0014464	renal fat pad	PATO_0000051	morphology
OBA_VT0015007	uterine fat pad morphology trait	UBERON_0014394	uterine fat pad	PATO_0000051	morphology
OBA_VT0015009	white adipocyte morphology trait	CL_0000448	white fat cell	PATO_0000051	morphology
OBA_VT0015011	white adipocyte size trait	CL_0000448	white fat cell	PATO_0000117	size
OBA_VT0015026	neuron quantity	CL_0000540	neuron	PATO_0000070	amount
OBA_VT0015035	auditory cortex morphology trait	UBERON_0001393	auditory cortex	PATO_0000051	morphology
OBA_VT0015039	body width	UBERON_0000468	multicellular organism	PATO_0000921	width
OBA_VT0015043	milk amount	UBERON_0001913	milk	PATO_0000918	volume
OBA_VT0015044	beak morphology trait	UBERON_0005094	beak	PATO_0000051	morphology
OBA_VT0015045	thoracic cavity morphology trait	UBERON_0002224	thoracic cavity	PATO_0000051	morphology
OBA_VT0015046	hippocampus neuron morphology trait	CL_0002608	hippocampal neuron	PATO_0000051	morphology
OBA_VT0015050	paravertebral ganglion morphology trait	UBERON_0001807	paravertebral ganglion	PATO_0000051	morphology
OBA_VT0015051	prevertebral ganglion morphology trait	UBERON_0003964	prevertebral ganglion	PATO_0000051	morphology
OBA_VT0015054	lumbar dorsal root ganglion morphology trait	UBERON_0002836	lumbar dorsal root ganglion	PATO_0000051	morphology
OBA_VT0015055	cloaca morphology trait	UBERON_0000162	cloaca	PATO_0000051	morphology
OBA_VT0015057	head physiology trait	UBERON_0000033	head	PATO_0001509	functionality
OBA_VT0015058	brain physiology trait	UBERON_0000955	brain	PATO_0001509	functionality
OBA_VT0015063	parasympathetic postganglionic fiber morphology trait	UBERON_0011929	postganglionic parasympathetic fiber	PATO_0000051	morphology
OBA_VT0015064	parasympathetic preganglionic fiber morphology trait	UBERON_0011930	preganglionic parasympathetic fiber	PATO_0000051	morphology
OBA_VT0015066	surface structure morphology trait	UBERON_0003102	surface structure	PATO_0000051	morphology
OBA_VT0015068	surface structure physiology trait	UBERON_0003102	surface structure	PATO_0001509	functionality
OBA_VT0015070	appendage physiology trait	UBERON_0000026	appendage	PATO_0001509	functionality
OBA_VT0015071	appendage morphology trait	UBERON_0000026	appendage	PATO_0000051	morphology
OBA_VT0015072	fin morphology trait	UBERON_0002534	paired fin	PATO_0000051	morphology
OBA_VT0015075	styloid process of temporal bone morphology trait	UBERON_0003960	styloid process of temporal bone	PATO_0000051	morphology
OBA_VT0015076	subarcuate fossa morphology trait	UBERON_0003995	subarcuate fossa	PATO_0000051	morphology
OBA_VT0015085	cerebellum vermis lobule morphology trait	UBERON_0004070	cerebellum vermis lobule	PATO_0000051	morphology
OBA_VT0015096	equilibrioception system morphology trait	UBERON_0004681	vestibular system	PATO_0000051	morphology
OBA_VT0015104	hippocampus pyramidal cell layer morphology trait	UBERON_0002313	hippocampus pyramidal layer	PATO_0000051	morphology
OBA_VT0015105	cerebrum morphology trait	UBERON_0001893	telencephalon	PATO_0000051	morphology
OBA_VT0015106	neocortex morphology trait	UBERON_0001950	neocortex	PATO_0000051	morphology
OBA_VT0015108	neurite morphology trait	GO_0043005	neuron projection	PATO_0000051	morphology
OBA_VT0015109	dendrite morphology trait	GO_0030425	dendrite	PATO_0000051	morphology
OBA_VT0015110	synapse morphology trait	GO_0045202	synapse	PATO_0000051	morphology
OBA_VT0100000	humerus size trait	UBERON_0000976	humerus	PATO_0000117	size
OBA_VT0100001	tibia size trait	UBERON_0000979	tibia	PATO_0000117	size
OBA_VT0100005	body size trait	UBERON_0000468	multicellular organism	PATO_0000117	size
OBA_VT0100012	kidney blood vessel physiology trait	UBERON_0003517	kidney blood vessel	PATO_0001509	functionality
OBA_VT0100016	circulatory system morphology trait	UBERON_0001009	circulatory system	PATO_0000051	morphology
OBA_VT0100017	circulatory system physiology trait	UBERON_0001009	circulatory system	PATO_0001509	functionality
OBA_VT0100019	integumentary system physiology trait	UBERON_0002416	integumental system	PATO_0001509	functionality
OBA_VT0100020	integumentary system morphology trait	UBERON_0002416	integumental system	PATO_0000051	morphology
OBA_VT0100021	mammary alveoli size trait	UBERON_0003214	mammary gland alveolus	PATO_0000117	size
OBA_VT0100022	mammary alveoli diameter	UBERON_0003214	mammary gland alveolus	PATO_0001334	diameter
OBA_VT0100027	nipple shape trait	UBERON_0002030	nipple	PATO_0000052	shape
OBA_VT0100028	nipple diameter	UBERON_0002030	nipple	PATO_0001334	diameter
OBA_VT0100030	nipple angle	UBERON_0002030	nipple	PATO_0000133	orientation
OBA_VT0100033	mammary gland circumference	UBERON_0001911	mammary gland	PATO_0001648	circumference
OBA_VT0100034	mammary gland mass	UBERON_0001911	mammary gland	PATO_0000128	weight
OBA_VT0100035	udder size trait	UBERON_0013216	udder	PATO_0000117	size
OBA_VT0100036	mammary alveoli capacity	UBERON_0003214	mammary gland alveolus	PATO_0000918	volume
OBA_VT1000062	chest circumference	UBERON_0001443	chest	PATO_0001648	circumference
OBA_VT1000066	hip width	UBERON_0001464	hip	PATO_0000921	width
OBA_VT1000067	udder morphology trait	UBERON_0013216	udder	PATO_0000051	morphology
OBA_VT1000111	bone mass	UBERON_0001474	bone element	PATO_0000128	weight
OBA_VT1000120	intercostal muscle thickness	UBERON_0001111	intercostal muscle	PATO_0000915	thickness
OBA_VT1000121	lumbar vertebra quantity	UBERON_0002414	lumbar vertebra	PATO_0001555	has number of
OBA_VT1000122	thoracic vertebra quantity	UBERON_0002347	thoracic vertebra	PATO_0001555	has number of
OBA_VT1000126	adipose thickness	UBERON_0001013	adipose tissue	PATO_0000915	thickness
OBA_VT1000146	longissimus dorsi mass	UBERON_0001401	longissimus thoracis muscle	PATO_0000128	weight
OBA_VT1000149	intercostal muscle mass	UBERON_0001111	intercostal muscle	PATO_0000128	weight
OBA_VT1000190	estrus intensity	GO_0060209	estrus	PATO_0000049	intensity
OBA_VT1000205	nipple length	UBERON_0002030	nipple	PATO_0000122	length
OBA_VT1000206	nipple quantity	UBERON_0002030	nipple	PATO_0001555	has number of
OBA_VT1000210	scrotum circumference	UBERON_0001300	scrotum	PATO_0001648	circumference
OBA_VT1000220	abdominal adipose amount	UBERON_0007808	adipose tissue of abdominal region	PATO_0000128	weight
OBA_VT1000223	pectoralis muscle mass	UBERON_0001495	pectoral muscle	PATO_0000128	weight
OBA_VT1000226	gizzard mass	UBERON_0005052	gizzard	PATO_0000128	weight
OBA_VT1000276	humerus area	UBERON_0000976	humerus	PATO_0001323	area
OBA_VT1000280	humerus width	UBERON_0000976	humerus	PATO_0000921	width
OBA_VT1000281	tibia area	UBERON_0000979	tibia	PATO_0001323	area
OBA_VT1000284	tibia strength trait	UBERON_0000979	tibia	PATO_0001230	strength
OBA_VT1000286	tibia elasticity trait	UBERON_0000979	tibia	PATO_0001031	elasticity
OBA_VT1000289	tibia width	UBERON_0000979	tibia	PATO_0000921	width
OBA_VT1000294	egg quantity	CL_0000025	egg cell	PATO_0000070	amount
OBA_VT1000361	cannon bone circumference	UBERON_0003647	metacarpal bone of digit 3	PATO_0001648	circumference
OBA_VT1000369	femur size trait	UBERON_0000981	femur	PATO_0000117	size
OBA_VT1000414	diaphragm mass	UBERON_0001103	diaphragm	PATO_0000128	weight
OBA_VT1000420	head mass	UBERON_0000033	head	PATO_0000128	weight
OBA_VT1000421	small intestine length	UBERON_0002108	small intestine	PATO_0000122	length
OBA_VT1000425	skin mass	UBERON_0000014	zone of skin	PATO_0000128	weight
OBA_VT1000435	muscle conductivity trait	UBERON_0001630	muscle organ	PATO_0001585	conductivity
OBA_VT1000436	skeletal muscle conductivity trait	UBERON_0001134	skeletal muscle tissue	PATO_0001585	conductivity
OBA_VT1000574	longissimus dorsi muscle area	UBERON_0001401	longissimus thoracis muscle	PATO_0001323	area
OBA_VT1000575	longissimus dorsi muscle thickness	UBERON_0004277	eye muscle	PATO_0001595	depth
OBA_VT1000578	longissimus dorsi length	UBERON_0001401	longissimus thoracis muscle	PATO_0000122	length
OBA_VT1000612	type IIb muscle fiber quantity	CL_0002215	type IIb muscle cell	PATO_0000070	amount
OBA_VT1000639	uterine horn length	UBERON_0002247	uterine horn	PATO_0000122	length
OBA_VT1000640	uterine horn mass	UBERON_0002247	uterine horn	PATO_0000128	weight
OBA_VT1000641	ovary mass	UBERON_0000992	female gonad	PATO_0000128	weight
OBA_VT1000642	uterus length	UBERON_0000995	uterus	PATO_0000122	length
