cls,def,xrefs
http://purl.obolibrary.org/obo/ENVO_01000131,Sediment characterised by a temperature of 15-45 degrees Celsius and high-to-low oxygenation. Often impacted by hydrothermal fluid flows.,
http://purl.obolibrary.org/obo/ENVO_01000017,A naturally occurring granular material composed of finely divided rock and mineral particles.,EcoLexicon:sand SWEETRealm:Sand Wikipedia:Sand LTER:484
http://purl.obolibrary.org/obo/ENVO_00000063,An accumulation of water of varying size.,Wikipedia:Water_body FTT:131 FTT:280 SWEETRealm:BodyOfWater EcoLexicon:waterbody TGN:21101 FTT:827 TGN:21100
http://purl.obolibrary.org/obo/ENVO_01000652,,
http://purl.obolibrary.org/obo/ENVO_00000230,A wetland associated with the part of the land adjoining or near a sea or ocean.,Wikipedia:Coastal_wetland
http://purl.obolibrary.org/obo/ENVO_00000353,A volcanic arc formed by the subduction of oceanic crust other oceanic crust on an adjacent tectonic plate.,Wikipedia:Island_arc SWEETRealm:IslandArc EcoLexicon:island_arc
http://purl.obolibrary.org/obo/ENVO_0010043,,
http://purl.obolibrary.org/obo/ENVO_00000015,Continuous saline-water bodies that surround the continents and fill the Earth's great depressions.,TGN:21102 Wikipedia:Ocean EcoLexicon:ocean FTT:1019 SWEETRealm:Ocean LTER:695 FTT:943 Geonames:H.OCN
_:b320,,
http://purl.obolibrary.org/obo/ENVO_00000287,"An isolated hill with steep sides and a small flat top, smaller than mesas and plateaus. Buttes are formed by erosion when a cap of hard rock, usually of volcanic origin, covers a layer of softer rock that is easily worn away. This hard rock avoids erosion while the rock around it wears down.",TGN:21443 Geonames:T.BUTE SWEETRealm:Butte Wikipedia:Butte FTT:376
http://purl.obolibrary.org/obo/ENVO_00000066,A tunnel constructed by human means.,Geonames:R.TNLS FTT:397 Wikipedia:Tunnel FTT:1136 TGN:51845 FTT:1184 Geonames:R.TNL Geonames:R.TNLRR FTT:396 Geonames:R.TNLRD
http://purl.obolibrary.org/obo/ENVO_01000344,"A nival condition is an environmental condition in which vegetation is extremely limited, soils are silica enriched, and ground cover is dominated by snow and ice at altitudes above the snowline.",
http://purl.obolibrary.org/obo/ENVO_0010083,,
http://purl.obolibrary.org/obo/ENVO_00002177,,
http://purl.obolibrary.org/obo/ENVO_01000126,"The marine sublittoral zone is part of the marine littoral zone which is permanently covered by seawater. In physical oceanography, the sublittoral zone refers to coastal regions with significant tidal flows and energy dissipation, including non-linear flows, internal waves, river outflows and oceanic fronts. In practice, this typically extends to the edge of the continental shelf, with depths around 200 meters. In marine biology, the sublittoral refers to the areas where sunlight reaches the ocean floor, that is, where the water is never so deep as to take it out of the photic zone.",
http://purl.obolibrary.org/obo/ENVO_00002996,,
http://purl.obolibrary.org/obo/ENVO_00005795,,
http://purl.obolibrary.org/obo/ENVO_01000644,A liquid planetary core is a planetary core which is primarily composed of liquid material.,
http://purl.obolibrary.org/obo/ENVO_00000195,"A natural depression or hole in the surface topography caused by the removal of soil or bedrock, often both, by water. Sinkholes may vary in size from less than a meter to several hundred meters both in diameter and depth, and vary in form from soil-lined bowls to bedrock-edged chasms.",Wikipedia:Sinkhole FTT:1074 SWEETRealm:Sink Geonames:T.SINK EcoLexicon:sink_hole FTT:1073 TGN:21371
_:b321,,
http://purl.obolibrary.org/obo/ENVO_00000111,An area with a high density of trees. A small forest may be called a wood.,TGN:21642 FTT:258 FTT:506 TGN:21645 SWEETRealm:Forest Wikipedia:Forest TGN:21641 FTT:715 FTT:717 LTER:2 EcoLexicon:forest Geonames:V.FRST
http://purl.obolibrary.org/obo/ENVO_00002995,,
http://purl.obolibrary.org/obo/ENVO_02000023,"Bile is a bodily fluid consisting of a bitter, yellow or green alkaline fluid secreted by hepatocytes from the liver of most vertebrates. In many species, bile is stored in the gallbladder between meals and upon eating is discharged into the duodenum where the bile aids the process of digestion of lipids.",Wikipedia:Bile
http://purl.obolibrary.org/obo/ENVO_00003904,,
http://purl.obolibrary.org/obo/ENVO_00000521,An irregular mass of fallen rock at the base of a cliff or steep slope.,TGN:21504 EcoLexicon:rockfall Geonames:T.RKFL Wikipedia:Rockfall FTT:1072 FTT:96
_:b322,,
http://purl.obolibrary.org/obo/ENVO_01000716,"A storm surge process is a coastal flooding process which is caused by low pressure weather systems such as tropical cyclones and strong extratropical cyclones, the severity of which is affected by the shallowness and orientation of the water body relative to storm path, and the timing of tides.",
http://purl.obolibrary.org/obo/ENVO_00003930,A layer of impurities that accumulates at the surface of a liquid (especially water or molten metal).,Wikipedia:Scum
http://purl.obolibrary.org/obo/ENVO_00000120,,Geonames:S.ESTO FTT:45 FTT:65 Geonames:V.GRVP
http://purl.obolibrary.org/obo/ENVO_00000293,"A watershed such that water falling on one side of the line eventually travels to one ocean or body of water, and water on the other side travels to another, generally on the opposite side of the continent.",Wikipedia:Continental_divide FTT:533
http://purl.obolibrary.org/obo/ENVO_01000617,"A lentic water body is a water body in which the accumulated water, in its totality, has very little to no directed flow.",
_:b323,,
http://purl.obolibrary.org/obo/ENVO_0010044,,
http://purl.obolibrary.org/obo/ENVO_00000300,Area covered with low-growing or stunted perennial vegetation and usually not mixed with trees.,TGN:21652 SWEETRealm:Scrub FTT:262 FTT:792 FTT:991 Geonames:V.SCRB TGN:21644 Wikipedia:Scrubland FTT:374 FTT:473 FTT:1191
http://purl.obolibrary.org/obo/ENVO_01000534,A flush toilet fixture into which water is manually poured to dispose of excreta.,
http://purl.obolibrary.org/obo/ENVO_0010082,,
http://purl.obolibrary.org/obo/ENVO_00000210,"The zone of an ocean below 200m, in which photosynthesis cannot occur due to the lack of light.",Wikipedia:Aphotic_zone EcoLexicon:aphotic_zone SWEETRealm:AphoticZone
http://purl.obolibrary.org/obo/ENVO_00000470,A dam constructed for the purpose of holding water in a reservoir for irrigation.,
http://purl.obolibrary.org/obo/ENVO_00005796,,
_:b324,,
http://purl.obolibrary.org/obo/ENVO_01000638,"A planetary crust is the outermost solid shell of a rocky planet or natural satellite, which is chemically distinct from the underlying mantle.",
http://purl.obolibrary.org/obo/ENVO_01000385,,
http://purl.obolibrary.org/obo/ENVO_01000052,"A marine white smoker biome comprises regions of the marine hydrothermal vent biome characterised by lightly hued plumes, typically containing barium, calcium, and silicon. These vents tend to have lower temperature plumes when compared to black smoker environments.",
http://purl.obolibrary.org/obo/ENVO_01000594,A cabinet is a roughly cuboidal piece of furniture which is used to store miscellaneous items in compartments accessible through doors or drawers.,
_:b325,,
http://purl.obolibrary.org/obo/ENVO_00000473,A quarry from which gravel is extracted.,FTT:772 Wikipedia:Gravel_pit
http://purl.obolibrary.org/obo/ENVO_00000255,An area which is subject to periodic flooding.,Wikipedia:Flood_plain FTT:288 SWEETRealm:FloodPlain EcoLexicon:flood_plain FTT:98 LTER:197 TGN:21460
http://purl.obolibrary.org/obo/ENVO_01000153,Sediment hosting and characterised by active sulphate reducing microbial communities.,
http://purl.obolibrary.org/obo/ENVO_00003885,"A brewery is a building in which alcoholic beverages are produced by brewing, that is, steeping a starch source (commonly cereal grains) in water and fermenting the resulting sweet liquid with yeast. At times, the products are also sold from the brewery.",
_:b326,,
http://purl.obolibrary.org/obo/ENVO_01000412,A zone which is part of the sublittoral zone and is dominated by sessile animals such as oysters. This zone usually begins at a depth greater than the infralittoral zone.,
http://purl.obolibrary.org/obo/ENVO_00000424,An island that lies in a lake.,Wikipedia:Lake_island
http://purl.obolibrary.org/obo/ENVO_01000169,A part of an indeterminate root nodule where new nodule tissue is formed which will later differentiate into the other zones of the nodule.,
http://purl.obolibrary.org/obo/ENVO_00000464,A harbor constructed by human agency.,Wikipedia:Artificial_harbour
http://purl.obolibrary.org/obo/ENVO_00000494,"A stream that has an almost random drainage often forming dendritic patterns. These are typically tributaries and have developed by a headward erosion on a horizontally stratified belt or on homogeneous rocks. These streams follow courses that apparently were not controlled by the original slope of the surface, its structure or the type of rock.",Wikipedia:Insequent_stream
http://purl.obolibrary.org/obo/ENVO_00003906,"Vinegar is made by malting barley, causing the starch in the grain to turn to maltose.",Wikipedia:Malt_vinegar
http://purl.obolibrary.org/obo/ENVO_0010086,,
http://purl.obolibrary.org/obo/ENVO_01000495,A stone exterior wall is an exterior wall that is composed primarily of rock.,
http://purl.obolibrary.org/obo/ENVO_0010150,"A natural complex of enzymes produced in any mammalian stomach  to digest the mother's milk, and is often used in the production of cheese. Rennet contains many enzymes, including a proteolytic enzyme (protease) that coagulates the milk, causing it to separate into solids (curds) and liquid (whey).",
_:b327,,
http://purl.obolibrary.org/obo/ENVO_00009001,"A habitat that is in or on a living plant. Here ""plant"" denotes an individual of a species that is a sub-taxon of NCBITaxon:33090 (viridiplantae).",
http://purl.obolibrary.org/obo/ENVO_00003053,A hard cow's milk cheese with an almost orange yellow paste. Older cheeses are coated in black wax.,Wikipedia:Gouda
http://purl.obolibrary.org/obo/ENVO_0010084,,
http://purl.obolibrary.org/obo/ENVO_0010126,"A confection made from a concentrated solution of sugar in water, to which flavorings and colorants are added.",
http://purl.obolibrary.org/obo/ENVO_01000308,An environmental system which is located beyond the Earth's exosphere and away from the Earth's core.,
http://purl.obolibrary.org/obo/ENVO_01000384,,
http://purl.obolibrary.org/obo/ENVO_01000460,"Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.",
_:b328,,
http://purl.obolibrary.org/obo/ENVO_01000430,,
http://purl.obolibrary.org/obo/ENVO_00000479,"The exit or point of discharge of a stream into another stream, lake or sea.",Wikipedia:Mouth SWEETRealm:Mouth EcoLexicon:outlet
_:b329,,
_:b330,,
http://purl.obolibrary.org/obo/ENVO_00003886,,
http://purl.obolibrary.org/obo/ENVO_00002243,"Histosols comprise soils formed in organic material. These vary from soils developed in predominantly moss peat in boreal, arctic and subarctic regions, via moss peat, reeds/ sedge peat (fen) and forest peat in temperate regions to mangrove peat and swamp forest peat in the humid tropics. Histosols are found at all altitudes, but the vast majority occurs in lowlands.",Wikipedia:Histosol
http://purl.obolibrary.org/obo/ENVO_01000239,An oak woodland is a woodland which has a tree community primarily composed of oak trees.,
_:b331,,
http://purl.obolibrary.org/obo/ENVO_0010085,,
http://purl.obolibrary.org/obo/ENVO_0010010,,
http://purl.obolibrary.org/obo/ENVO_00000533,"A site at which refuse is dumped, normally filling a natural or artificial depression.",FTT:621 FTT:624 Wikipedia:Landfill
http://purl.obolibrary.org/obo/ENVO_00000365,"A wetland protected by the terms of the Ramsar Convention (The Convention on Wetlands of International Importance, especially as Waterfowl Habitat).",Wikipedia:Ramsar_site
http://purl.obolibrary.org/obo/ENVO_00000004,,FTT:37 TGN:81123 FTT:26 FTT:27 FTT:24 FTT:22 FTT:15 FTT:16 FTT:1252 FTT:29 FTT:21 TGN:81099 FTT:19 FTT:1242 FTT:23 Wikipedia:Administrative_region SWEETRealm:AdministrativeRegion FTT:28 FTT:25 FTT:18 TGN:80001
_:b332,,
http://purl.obolibrary.org/obo/ENVO_01000184,"A subtropical desert biome is a desert biome which has communities adapted to temperatures above a monthly average of 18 degrees Celsius, high daily temperature ranges of approximately 20 degrees Celsius, high insolation (but lower than that of a tropical desert biome), inhibited cloud formation, and very low precipitation. Subtropical desert biomes located near coasts with cold upwellings may have cooler temperatures and reduced insolution due to fog.",
_:b333,,
http://purl.obolibrary.org/obo/ENVO_01000387,,
http://purl.obolibrary.org/obo/ENVO_00000185,"Rain-fed, potentially deep peatlands occurring principally in lowland areas across much of Northern Europe, as well as in the former USSR, North America and parts of the southern hemisphere.",SWEETRealm:RaisedBog
http://purl.obolibrary.org/obo/ENVO_01000431,,
http://purl.obolibrary.org/obo/ENVO_00003093,A portion of poly-beta-hydroxybutyrate enriched soil is a portion of soil with elevated levels of poly-beta-hydroxybutyrate.,
http://purl.obolibrary.org/obo/ENVO_01000219,An anthropogenic terrestrial biome is a terrestrial biome which has community structures determined by human activity.,
http://purl.obolibrary.org/obo/ENVO_0010011,,
http://purl.obolibrary.org/obo/ENVO_00000089,,FTT:589 EcoLexicon:crag
http://purl.obolibrary.org/obo/ENVO_00000078,"A tract of crop or grazing land, as well as the group of buildings with and often surrounding a farmhouse, including barns, sheds, and other outbuildings, used for agricultural production.",Geonames:S.FRM FTT:45 FTT:69 FTT:58 Geonames:S.RNCH TGN:54011 Geonames:S.FRMS FTT:59 Wikipedia:Farm
http://purl.obolibrary.org/obo/ENVO_00000451,"A lake constructed, or modified, for the chief purpose of providing an amenity.",
http://purl.obolibrary.org/obo/ENVO_0010088,,
https://purl.obolibrary.org/obo/ENVO_01000546,"The exosphere is an atmospheric layer where molecules are gravitationally bound to a planetary body, but where their density is too low for them to behave as a gas by colliding with each other. In the case of bodies with substantial atmospheres, such as Earth's atmosphere, the exosphere is the uppermost layer, where the atmosphere thins out and merges with interplanetary space. It is located directly above the thermosphere.",
http://purl.obolibrary.org/obo/ENVO_00003884,,
_:b334,,
http://purl.obolibrary.org/obo/ENVO_01000386,,
http://purl.obolibrary.org/obo/ENVO_01000520,"A latrine slab is a  broad, flat, thick piece of solid material (typically stone or concrete) used as the floor of a latrine and which includes a hole through which excreta are deposited into a latrine pit.",
http://purl.obolibrary.org/obo/ENVO_01000432,,
http://purl.obolibrary.org/obo/ENVO_00000216,A hole in the Earth's crust from which steam and gases are emitted.,EcoLexicon:fumarole FTT:731 FTT:732 Wikipedia:Fumarole
http://purl.obolibrary.org/obo/ENVO_01000133,Sediment characterised by a temperature of 80-125 degrees Celsius and no oxygen content. Often impacted by hydrothermal fluid flows.,
http://purl.obolibrary.org/obo/ENVO_01000140,"Whale fall is the term used for a whale carcass that has fallen to the ocean floor. When a whale dies in shallow water, its carcass is typically devoured by scavengers over a relatively short period of time: within several months. However, in deeper water (depths of 2,000 m/6,600 ft or greater), fewer scavenger species exist, and the carcass can provide sustenance for a complex localized ecosystem over periods of decades.",
http://purl.obolibrary.org/obo/ENVO_01000291,A cold polymictic lake is a polymictic lake which is covered by ice in winter.,
http://purl.obolibrary.org/obo/ENVO_0010012,,
http://purl.obolibrary.org/obo/ENVO_01000265,A hydrothermal seep is a seep in which diffuse flow of geothermally heated fluids with high methane concentrations. This seep has been proposed as an intermediate between cold seeps and hydrothermal vents.,
http://purl.obolibrary.org/obo/ENVO_01000471,,
http://purl.obolibrary.org/obo/ENVO_01000345,An upper montane condition is a montane condition in which an altitude range falls immediately below the tree line.,
http://purl.obolibrary.org/obo/ENVO_0010087,,
_:b335,,
http://purl.obolibrary.org/obo/ENVO_01000660,"Tephra is fragmental material produced by a volcanic eruption regardless of composition, fragment size or emplacement mechanism.",
http://purl.obolibrary.org/obo/ENVO_00000211,The one of an ocean below the 10degC thermocline down to a temperature of 4degC.,Wikipedia:Bathypelagic_zone SWEETRealm:BathypelagicZone EcoLexicon:bathypelagic_zone
http://purl.obolibrary.org/obo/ENVO_01000405,A portion of respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of 10 micrometers or less.,
http://purl.obolibrary.org/obo/ENVO_01000734,"A sheet intrusion (or concordant pluton) that has been injected between two layers of sedimentary rock. The pressure of the magma is high enough that the overlying strata are forced upward, giving the laccolith a dome or mushroom-like form with a generally planar base.",
http://purl.obolibrary.org/obo/ENVO_01000508,,
http://purl.obolibrary.org/obo/ENVO_00003883,,Wikipedia:Millet_beer
http://purl.obolibrary.org/obo/ENVO_01000673,A geological fracture across which shear displacement has occurred,
http://purl.obolibrary.org/obo/ENVO_00010506,A mixture of two immiscible (unblendable) substances. One substance (the dispersed phase) is dispersed in the other (the continuous phase).,Wikipedia:Emulsion
http://purl.obolibrary.org/obo/ENVO_01000242,A scrubland which is located in a desert.,
http://purl.obolibrary.org/obo/ENVO_01000729,Atmospheric subsidence is a process in which a mass of air moves through an atmosphere towards a planetary surface.,
_:b336,,
http://purl.obolibrary.org/obo/ENVO_00000093,"A landform consisting of loose rock particles such as sand, gravel, shingle, pebbles, cobble, or even shell fragments along the shoreline of a lake.",
http://purl.obolibrary.org/obo/ENVO_01000335,An understory is a layer of plant life which grows below the canopy without penetrating it.,
_:b337,,
_:b338,,
http://purl.obolibrary.org/obo/ENVO_0010109,A product of the  dry seeds of Vigna subterranea.,
_:b339,,
http://purl.obolibrary.org/obo/ENVO_02000086,,
http://purl.obolibrary.org/obo/ENVO_0010013,,
http://purl.obolibrary.org/obo/ENVO_00010358,A fomite is any inanimate object or substance capable of carrying infectious organisms (such as germs or parasites) and hence transferring them from one individual to another. A fomite can be anything such as a cloth or mop heads so when cleaning this is important to remember that this could aid when spreading pathogenic organisms.,Wikipedia:Fomite
http://purl.obolibrary.org/obo/ENVO_01000433,,
http://purl.obolibrary.org/obo/ENVO_01000389,,
http://purl.obolibrary.org/obo/ENVO_00002048,A stony meteorite that have not been modified due to melting or differentiation of the parent body.,Wikipedia:Chondrite SWEETRealm:Chondrite
http://purl.obolibrary.org/obo/ENVO_00003882,,
http://purl.obolibrary.org/obo/ENVO_00000039,A long and narrow sea inlet with high steeply sloped walled sides. A fjord is a landform created during a period of glaciation.,FTT:704 EcoLexicon:fiord SWEETRealm:Fiord SWEETRealm:Fjord Geonames:H.FJDS FTT:690 TGN:21122 Geonames:H.FJD Wikipedia:Fjord FTT:231
http://purl.obolibrary.org/obo/ENVO_01000504,An unburnt brick exterior wall is an exterior wall that is built from unburnt bricks.,
_:b340,,
http://purl.obolibrary.org/obo/ENVO_01000651,An ocean strait is a strait which connects two oceans.,
http://purl.obolibrary.org/obo/ENVO_01000553,"Liquified petroleum gas or liquid petroleum gas (LPG or LP gas), also referred to as simply propane or butane, are flammable mixtures of hydrocarbon gases used as fuel in heating appliances, cooking equipment, and vehicles.",
http://purl.obolibrary.org/obo/ENVO_00000128,A valley that no longer has a surface flow of water. Typically found in either Karst (limestone) or chalk terrain.,Wikipedia:Dry_valley
http://purl.obolibrary.org/obo/ENVO_00000192,"A wetland that forms when mud is deposited by the tides, rivers, sea or oceans.",EcoLexicon:mud_flat FTT:1001 SPIRE:Mudflat FTT:185 Wikipedia:Mudflat Geonames:H.FLTM SWEETRealm:MudFlat
_:b341,,
_:b342,,
http://purl.obolibrary.org/obo/ENVO_00010504,A surface layer is the uppermost layer of some material entity.,EcoLexicon:surface SWEETRealm:Surface Wikipedia:Surface
http://purl.obolibrary.org/obo/ENVO_00000209,"The zone of an ocean from the surface to where photosynthesis can occur, due to the penetration of light.",SPIRE:Epipelagic_zone EcoLexicon:epipelagic_zone SWEETRealm:PhoticZone Wikipedia:Photic_zone
_:b343,,
_:b344,,
http://purl.obolibrary.org/obo/ENVO_00000123,A geographical region whose affairs and population are administered by an authority.,Geonames:A.PCL TGN:80002 FTT:1093
http://purl.obolibrary.org/obo/ENVO_02000087,,
http://purl.obolibrary.org/obo/ENVO_00000529,"A ridge of sand just inland and parallel to the beach, usually in series.",FTT:236 Wikipedia:Beach_ridge Geonames:T.RDGB
http://purl.obolibrary.org/obo/ENVO_0010089,,
http://purl.obolibrary.org/obo/ENVO_0010014,,
http://purl.obolibrary.org/obo/ENVO_01000142,A wood fall describes an accumulation of woody plant material that has fallen to the ocean floor.,
http://purl.obolibrary.org/obo/ENVO_00000003,Mine tailings are the materials left over after the process of separating the valuable fraction from the uneconomic fraction (gangue) of an ore.,FTT:625 FTT:631
http://purl.obolibrary.org/obo/ENVO_01000388,,
http://purl.obolibrary.org/obo/ENVO_00000460,A region of low topographic relief as a consequence of erosion by streams.,
http://purl.obolibrary.org/obo/ENVO_01000434,,
http://purl.obolibrary.org/obo/ENVO_01000719,Snowmelt is a hydrological process in which water is produced by the melting of snow and becomes part of the hydrological surface runoff.,
http://purl.obolibrary.org/obo/ENVO_00000487,One of a series of glacial lakes connected by a single stream or a braided stream system.,Wikipedia:Paternoster_lake
http://purl.obolibrary.org/obo/ENVO_0010134,A sausage made from meats that have not been previously cured.,
http://purl.obolibrary.org/obo/ENVO_00000282,"A long, winding ridge of stratified sand and gravel which occur in glaciated and formerly glaciated regions of Europe and North America.",Wikipedia:Esker FTT:673
http://purl.obolibrary.org/obo/ENVO_00000248,"A valley that contains, or contained, a glacier and was formed by glacial activity. Typically U-shaped in cross-section.",Wikipedia:Glacial_valley
http://purl.obolibrary.org/obo/ENVO_01000413,A whole plant which is relatively old,
http://purl.obolibrary.org/obo/ENVO_01000327,A strand swamp is a swamp that forms linear drainage channels on flatlands.,
http://purl.obolibrary.org/obo/ENVO_02500030,,
http://purl.obolibrary.org/obo/ENVO_00000264,"A mountain rising from the ocean seafloor that does not reach to the water's surface (sea level), and thus is not an island. Typically formed from volcanoes that rise abruptly and are usually found rising from a seafloor of 1,000 - 4,000 meters depth. Independent features that rise to at least 1,000 meters above the seafloor.",Geonames:U.PKSU TGN:23133 FTT:1241 TGN:23176 TGN:23172 EcoLexicon:mountain Geonames:U.PKU Geonames:U.KNLU Geonames:U.HLSU Geonames:U.SMU Geonames:U.MESU EcoLexicon:seamount Geonames:RNGU Geonames:U.HLLU TGN:23175 Geonames:U.MTU TGN:23178 Wikipedia:Seamount TGN:23132 Geonames:U.MNDU Geonames:MTSU Geonames:U.KNSU Geonames:U.SMSU
http://purl.obolibrary.org/obo/ENVO_00000046,A dense growth of shrubbery planted as a fence or boundary.,Wikipedia:Hedge
http://purl.obolibrary.org/obo/ENVO_02000001,A textile is a manufactured product comprised of a network of natural or artificial fibers (often referred to as thread or yarn).,Wikipedia:Textile
http://purl.obolibrary.org/obo/ENVO_01000609,A motor boat is a boat which is propelled by a motor.,
http://purl.obolibrary.org/obo/ENVO_02000088,,
http://purl.obolibrary.org/obo/ENVO_0010015,,
http://purl.obolibrary.org/obo/ENVO_00000352,A volcanic arc formed by the subduction of oceanic crust below continental crust.,
http://purl.obolibrary.org/obo/ENVO_00002005,"The mixture of gases (roughly (by molar content/volume: 78% nitrogen, 20.95% oxygen, 0.93% argon, 0.038% carbon dioxide, trace amounts of other gases, and a variable amount (average around 1%) of water vapor) that surrounds the planet Earth.",LTER:18 Wikipedia:Air SWEETRealm:Air EcoLexicon:air
http://purl.obolibrary.org/obo/ENVO_01000435,,
_:b345,,
http://purl.obolibrary.org/obo/ENVO_0010131,A sausage that is cooked and then smoked or smoke-cooked.,
_:b346,,
http://purl.obolibrary.org/obo/ENVO_00000413,"A mound of earth-covered ice found in the Arctic, subarctic, and Antarctica that can reach up to 70 metres in height and up to 2 kilometres in diameter.",Wikipedia:Pingo
http://purl.obolibrary.org/obo/ENVO_01000717,"Areal flooding is a flooding process in which flat or low-lying areas become inundated with water due to water input exceeding infiltration, evaporation, or run off.",
http://purl.obolibrary.org/obo/ENVO_0010148,"A condiment produced by fermenting soybeans with Aspergillus oryzae and Aspergillus soyae molds  along with roasted grain, water, and salt.",Wikipedia:Soy_sauce
http://purl.obolibrary.org/obo/ENVO_00003880,,Wikipedia:Awamori
http://purl.obolibrary.org/obo/ENVO_02500031,,
_:b347,,
http://purl.obolibrary.org/obo/ENVO_0010001,Anthropogenic material in or on which organisms may live.,
http://purl.obolibrary.org/obo/ENVO_00002242,Lixisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Lixisols have a high base saturation and low-activity clays at certain depths.,Wikipedia:Lixisol
_:b348,,
http://purl.obolibrary.org/obo/ENVO_02000089,,
_:b349,,
http://purl.obolibrary.org/obo/ENVO_00000534,,Wikipedia:Pothole FTT:1071
http://purl.obolibrary.org/obo/ENVO_00012411,,
http://purl.obolibrary.org/obo/ENVO_01000136,"An isolated fragment of rock, which fell vertically through the water column into  finer-grained water-deposited sedimentary rocks. Drop stones range in size from small pebbles to boulders.",
http://purl.obolibrary.org/obo/ENVO_00000297,A flooded parcel of arable land used for growing rice and other semiaquatic crops.,Wikipedia:Paddy_field
http://purl.obolibrary.org/obo/ENVO_01000041,"The neritic sea surface microlayer (SML) biome comprises the top 1000 micrometers of marine surface waters occurring above a continental shelf. It is the boundary layer where all exchange occurs between the atmosphere and the ocean. The chemical, physical, and biological properties of the SML differ greatly from the sub-surface water just a few centimeters beneath.",
http://purl.obolibrary.org/obo/ENVO_01000080,"A roughly planar, pelagic region characterised by equal water temperature.",
http://purl.obolibrary.org/obo/ENVO_0010016,,
_:b350,,
http://purl.obolibrary.org/obo/ENVO_00003323,"A tannery is a building in which the skins of animals are treated with chemicals to alter the structure of their constituent proteins, creating leather.",Wikipedia:Tannery
http://purl.obolibrary.org/obo/ENVO_00000164,,FTT:71 Geonames:S.ESTR FTT:45
http://purl.obolibrary.org/obo/ENVO_01000376,"A semi-evergreen forest is a forest which undergoes a long dry season and, as a consequence, has a two-storey layer structure,  a dry canopy, a leaf litter layer that only decays during moist periods trees with very small leaves or which shed their leaves to conserve water and which flower during the dry season and grow during the wet season.",
_:b351,,
http://purl.obolibrary.org/obo/ENVO_00000283,A long and narrow upland with steep sides.,TGN:21366 FTT:154 FTT:1177 Geonames:T.RDGE TGN:21491 FTT:844 SWEETRealm:Ridge FTT:596 FTT:155 FTT:236 FTT:1176 Wikipedia:Ridge FTT:809 EcoLexicon:beach_cusp EcoLexicon:crest
http://purl.obolibrary.org/obo/ENVO_0010158,A beverage  prepared from the cured leaves of Camellia sinensis by combination with hot or boiling water.,
http://purl.obolibrary.org/obo/ENVO_00000478,,FTT:996
http://purl.obolibrary.org/obo/ENVO_0010152,A rennet that is an extract of a plant.,
http://purl.obolibrary.org/obo/ENVO_00000126,A spring whose water contains a significant amount of dissolved derivatives of sulfur.,FTT:1215 FTT:982 Geonames:H.SPNS
http://purl.obolibrary.org/obo/ENVO_00000200,"A lake, part of whose margin is formed by an ice mass, ice cap or glacier, the ice having obstructed the natural drainage of the land.",Wikipedia:Periglacial_lake
http://purl.obolibrary.org/obo/ENVO_01000600,Rainwater is liquid water which has precipitated in the form of droplets through the condensation of atmospheric water vapour.,
http://purl.obolibrary.org/obo/ENVO_01000254,A system which has the disposition to environ one or more material entities.,EcoLexicon:environment
http://purl.obolibrary.org/obo/ENVO_00000556,"A dam that only partly restricts a waterway, creating a faster channel that resists the accumulation of sediment.",Wikipedia:Wing_dam
http://purl.obolibrary.org/obo/ENVO_00000259,"A plain that originally formed in a lacustrine environment, that is, as the bed of a lake, but from which the water has disappeared, by natural drainage, evaporation or other geophysical processes.",Wikipedia:Lacustrine_plain SWEETRealm:LacustrinePlain
http://purl.obolibrary.org/obo/ENVO_00000531,A depression which is part of an ice cap.,Geonames:H.DPRG TGN:21145 FTT:839
http://purl.obolibrary.org/obo/ENVO_01000270,A clastic sedimentary rock which is composed primarily of clay sized particles.,
_:b352,,
http://purl.obolibrary.org/obo/ENVO_00000465,A harbor which is formed by a natural landform where a part of a body of water is protected and deep enough to furnish anchorage.,Wikipedia:Natural_harbor
http://purl.obolibrary.org/obo/ENVO_01000351,A marine mesoscale eddy is a current of marine water which has a typical horizontal diameter of less than 100 km and persists for approximately one month.,
http://purl.obolibrary.org/obo/ENVO_01000726,Desublimation is a process in which a portion of some gas undergoes a phase transition into a portion of some solid.,
_:b353,,
http://purl.obolibrary.org/obo/ENVO_01000139,The carcass of an animal that has fallen to the bottom of a body of water.,
http://purl.obolibrary.org/obo/ENVO_0010108,A product of the dry seeds of Cajanus cajan.,
http://purl.obolibrary.org/obo/ENVO_00000163,,
_:b354,,
http://purl.obolibrary.org/obo/ENVO_00000453,A lake or estuary that is formed at the mouth of a river where flow is blocked by a bar of sediments. It can be maritime (the bar being created by the current of a sea) or fluvial (the bar being created by the flow of a bigger river at the confluence).,Wikipedia:Liman
http://purl.obolibrary.org/obo/ENVO_01000337,A herb and fern layer is a layer of a forest or woodland which is composed of all vascular plant life that are one metre or less in height.,
http://purl.obolibrary.org/obo/ENVO_01000368,An anchialine pool is a landlocked water body with a subterranean connection to the ocean and which has fresh water towards its surface with saline water in its deeper layers.,
